DATE_OF_SCORE	PROPERTY_TYPE	CONTENTDATA_PROPERTY_TYPE_ID	APS_RAW_SCORE	PROPERTY_NAME
2024-04-06	BROADCAST	301-22065	0.1164685988	Seven Fishes Show
2024-04-06	BROADCAST	301-2535	0.1164481618	Up Next
2024-04-06	BROADCAST	301-22534	0.1164297685	Saints Draft Preview
2024-04-06	BROADCAST	301-17897	0.1161886112	WAOK Sunday Night
2024-04-06	BROADCAST	301-18669	0.1160578139	Wizards Basketball
2024-04-06	BROADCAST	301-21026	0.1155550606	America Right Now
2024-04-06	BROADCAST	301-24101	0.1147947962	FOX News Radio State of the Union Coverage
2024-04-06	BROADCAST	301-23938	0.1145393301	Chyna Marie
2024-04-06	BROADCAST	301-12694	0.1142859073	Weekend Mix
2024-04-06	BROADCAST	301-18728	0.11407949	Maryland Women's Basketball
2024-04-06	BROADCAST	301-23977	0.11407949	The Braden Surprenant Show
2024-04-06	BROADCAST	301-12240	0.1140018279	Ty James
2024-04-06	BROADCAST	301-12119	0.1138587662	The Breakfast Club
2024-04-06	BROADCAST	301-21104	0.1133600927	The Party Mix with Chase Daniels
2024-04-06	BROADCAST	301-21938	0.1128614175	The Dennis Bono Show
2024-04-06	BROADCAST	301-22791	0.1128266737	Orange Bowl Media Recap
2024-04-06	BROADCAST	301-21688	0.1127203984	En Desventaja
2024-04-06	BROADCAST	301-21497	0.1126876983	UB Bulls Football
2024-04-06	BROADCAST	301-17287	0.1120173445	ALT 103.7 Music
2024-04-06	BROADCAST	301-20619	0.1114982269	Bart & Hahn
2024-04-06	BROADCAST	301-18252	0.1108462617	Right at Home with Rich
2024-04-06	BROADCAST	301-23124	0.1107685979	FOX News Audio Democracy 24 Special Coverage - 2nd Republican Debate (
2024-04-06	BROADCAST	301-22614	0.1104763365	KYW Newsradio's Primary Night 2023
2024-04-06	BROADCAST	301-17081	0.1103618843	Throwback Thursday with Rick Dees
2024-04-06	BROADCAST	301-21012	0.1100246586	The Benny Report
2024-04-06	BROADCAST	301-22704	0.1093154602	Dondero & Kadlick
2024-04-06	BROADCAST	301-21484	0.1084631911	University of Kansas Football
2024-04-06	BROADCAST	301-22044	0.1080932598	Reuben Frank
2024-04-06	BROADCAST	301-17970	0.1076538375	Golf in the Northwest
2024-04-06	BROADCAST	301-21693	0.1076088732	Lifestyle En Americano
2024-04-06	BROADCAST	301-18443	0.1069752849	The Alan Stock Answer
2024-04-06	BROADCAST	301-22589	0.106603306	Susie
2024-04-06	BROADCAST	301-22484	0.1065726483	Grote & Herron
2024-04-06	BROADCAST	301-21457	0.1063539569	Q100.5 Friday Night House Party
2024-04-06	BROADCAST	301-21133	0.106178186	Saturday Agenda
2024-04-06	BROADCAST	301-23916	0.1057346701	Bart Winkler
2024-04-06	BROADCAST	301-22541	0.1051337754	Draft First Take
2024-04-06	BROADCAST	301-22023	0.1051112929	Happy Holidays from WBEN News Radio 930!
2024-04-06	BROADCAST	301-16899	0.1050683717	90's at 9p
2024-04-06	BROADCAST	301-21292	0.1049436959	PIAA Class 1A Championship
2024-04-06	BROADCAST	301-23051	0.1046166769	NFL Football: Titans @ Saints on Sports USA Radio Network
2024-04-06	BROADCAST	301-21034	0.1045982821	The Count
2024-04-06	BROADCAST	301-22001	0.1044122897	Buffalo  Sabres  Hockey
2024-04-06	BROADCAST	301-22762	0.1042569551	Best of the Newell Normand Show
2024-04-06	BROADCAST	301-21660	0.1042303848	Off The Field With Aditi Kinkhabwala
2024-04-06	BROADCAST	301-23235	0.1042242531	James El Bandido
2024-04-06	BROADCAST	301-21087	0.1038870131	Bri Briggs
2024-04-06	BROADCAST	301-17999	0.103034712	It's A New Day
2024-04-06	BROADCAST	301-23959	0.1027158642	Buffalo Bills  Football
2024-04-06	BROADCAST	301-18672	0.1024746841	Kevin Sheehan
2024-04-06	BROADCAST	301-21589	0.1024583328	Washington Commanders Football
2024-04-06	BROADCAST	301-20420	0.101982103	THE SIX SHOW
2024-04-06	BROADCAST	301-21352	0.1019023905	UVA Coaches Corner
2024-04-06	BROADCAST	301-21797	0.1017490972	Dollars and Sense with Dave Simons
2024-04-06	BROADCAST	301-1272	0.1015917159	Motley Fool Money
2024-04-06	BROADCAST	301-23502	0.1012278988	Retire with Integrity with Brian Bowen
2024-04-06	BROADCAST	301-24143	0.1010112432	Valerie
2024-04-06	BROADCAST	301-21560	0.100463471	Kickoff with Boomer and Valenti
2024-04-06	BROADCAST	301-21621	0.1002876929	The Red Reaction Show
2024-04-06	BROADCAST	301-21476	0.1002202431	Li Li
2024-04-06	BROADCAST	301-18582	0.100099651	Danny Nokes
2024-04-06	BROADCAST	301-18730	0.09987890581	Big East Men's Basketball Tournament
2024-04-06	BROADCAST	301-18138	0.09874042771	Science Fantastic
2024-04-06	BROADCAST	301-12667	0.09851968047	BACKTRAX 90s with Kid Kelly
2024-04-06	BROADCAST	301-20767	0.09831528457	Lifestyles Unlimited Real Estate Investor Radio Show
2024-04-06	BROADCAST	301-21669	0.09821717443	The Focus on the Upstate
2024-04-06	BROADCAST	301-21982	0.09799642639	2023 SEC Championship Game
2024-04-06	BROADCAST	301-19744	0.09777159007	Disc Institute
2024-04-06	BROADCAST	301-23544	0.09766530369	Pitt Volleyball
2024-04-06	BROADCAST	301-19242	0.09721562967	Yankees Preview Show
2024-04-06	BROADCAST	301-22318	0.09692334081	Murdy Electric
2024-04-06	BROADCAST	301-22045	0.09689472508	Christmas Music
2024-04-06	BROADCAST	301-23870	0.09680887788	KMOX Christmas
2024-04-06	BROADCAST	301-17674	0.09678639407	Robb Tribble
2024-04-06	BROADCAST	301-21936	0.09652067616	Classic Radio Theater
2024-04-06	BROADCAST	301-20533	0.09645322461	Aloe Man
2024-04-06	BROADCAST	301-23529	0.0964389167	WBEN Election Night 2023
2024-04-06	BROADCAST	301-22438	0.09574191545	The Jay Johnson Show
2024-04-06	BROADCAST	301-23689	0.09558657161	Lions @ Bears
2024-04-06	BROADCAST	301-12580	0.09556204361	Inside Austin
2024-04-06	BROADCAST	301-21960	0.09546801961	The Mark Hoke Show
2024-04-06	BROADCAST	301-14238	0.0946851652	Jenny Law
2024-04-06	BROADCAST	301-24008	0.09464837298	Lynnell Willingham Sports Show
2024-04-06	BROADCAST	301-22771	0.09449507197	MLB All Star Game on ESPN Radio
2024-04-06	BROADCAST	301-14124	0.09449098394	Radio Health Journal
2024-04-06	BROADCAST	301-24153	0.09416598525	Big East Championship
2024-04-06	BROADCAST	301-23174	0.09368563994	Hampton Roads Perspective
2024-04-06	BROADCAST	301-18442	0.09340969616	Underground Economy
2024-04-06	BROADCAST	301-1275	0.09320938109	Eye On Travel
2024-04-06	BROADCAST	301-20521	0.09319507286	Jakib Media Show
2024-04-06	BROADCAST	301-17847	0.09265749119	CBS Special: America Changed Forever
2024-04-06	BROADCAST	301-17720	0.0925736855	Atlanta United Full-Time Report
2024-04-06	BROADCAST	301-22017	0.09242447038	Lala
2024-04-06	BROADCAST	301-14360	0.09223233013	Flounder
2024-04-06	BROADCAST	301-22763	0.09219758133	When Radio Was w/Greg Bell
2024-04-06	BROADCAST	301-15082	0.09141062105	Becca
2024-04-06	BROADCAST	301-23187	0.09058073102	CBS Presents with Gil Gross
2024-04-06	BROADCAST	301-22319	0.08996342056	Stephanie
2024-04-06	BROADCAST	301-20988	0.08965680842	The Pit with Fritz
2024-04-06	BROADCAST	301-18632	0.08943809136	Bet QL Playoff Special
2024-04-06	BROADCAST	301-23958	0.08939925372	You Remember! Saturdays with @TedSmooth
2024-04-06	BROADCAST	301-22248	0.08922550624	Community Matters with Dave Cohen
2024-04-06	BROADCAST	301-23219	0.08886983428	Minnesota Twins Final Pitch
2024-04-06	BROADCAST	301-22085	0.08880851144	America at Night with Rich Valdes
2024-04-06	BROADCAST	301-18129	0.08866542471	Special Edition
2024-04-06	BROADCAST	301-21697	0.088342457	Poder Y Dinero
2024-04-06	BROADCAST	301-20053	0.08829339855	Rhino Shield
2024-04-06	BROADCAST	301-22567	0.08827704573	The Coronation of King Charles
2024-04-06	BROADCAST	301-24120	0.08820141392	Southern Conference Men's Basketball Championship
2024-04-06	BROADCAST	301-21783	0.08808898817	Dan Zangrilli From PiratesFest 2024
2024-04-06	BROADCAST	301-23897	0.08796225358	The FOX News Rundown Podcast: Stories of the Year 2023
2024-04-06	BROADCAST	301-18126	0.0877946367	Timeshare Media - Purity Products
2024-04-06	BROADCAST	301-22810	0.08768834297	El Show De Jorge Bonilla
2024-04-06	BROADCAST	301-21687	0.0875881815	El Mercado Y Mas
2024-04-06	BROADCAST	301-14643	0.08660496008	The Most Classic Rock While You Work
2024-04-06	BROADCAST	301-17698	0.08625745819	NCAA Basketball: Pac 12 Tournament
2024-04-06	BROADCAST	301-21335	0.08608370693	Los Angeles Chargers Football (On-Air Only)
2024-04-06	BROADCAST	301-21568	0.08593652923	Bisons Baseball
2024-04-06	BROADCAST	301-21371	0.08559924642	UVA Football
2024-04-06	BROADCAST	301-21683	0.08550317178	Actualidad Con Lucia Navarro – News – Actuality
2024-04-06	BROADCAST	301-16206	0.0849144577	PSA Shows
2024-04-06	BROADCAST	301-18141	0.08446065563	ABC World News This Week
2024-04-06	BROADCAST	301-18997	0.08414585515	Detroit Lions @ Pittsburgh Steelers
2024-04-06	BROADCAST	301-19428	0.08414585515	New York Giants Preseason Football
2024-04-06	BROADCAST	301-23548	0.08409883943	PIAA Class 6A Championship
2024-04-06	BROADCAST	301-23966	0.08369613899	The Heart of Your Money with JML Financial
2024-04-06	BROADCAST	301-21721	0.08366752064	Chicago Marathon Recap Show
2024-04-06	BROADCAST	301-21695	0.08277626066	Nelson
2024-04-06	BROADCAST	301-24031	0.0827619514	Victor “Big Daddy” Zaragoza
2024-04-06	BROADCAST	301-23233	0.08250847276	KYW Newsradio's Mayoral Debate: Cherelle Parker vs. David Oh
2024-04-06	BROADCAST	301-18115	0.08249211928	Saturday Morning Scramble
2024-04-06	BROADCAST	301-18241	0.08201991186	HOOS Talking
2024-04-06	BROADCAST	301-22411	0.08187068582	NCAA Women's Final Four from Westwood One
2024-04-06	BROADCAST	301-21028	0.08180118323	Greg Kelly This Week
2024-04-06	BROADCAST	301-23244	0.08145571396	Cristina Zuniga
2024-04-06	BROADCAST	301-22135	0.08140256477	Miss Devin
2024-04-06	BROADCAST	301-22299	0.08136985757	NCAAB: Virginia vs. North Carolina
2024-04-06	BROADCAST	301-14955	0.08132692935	Jumpin' Jim Beam
2024-04-06	BROADCAST	301-18252	0.08124720548	Home Improvement sponsored by Mosby Building Arts
2024-04-06	BROADCAST	301-21286	0.08117156998	PIAA Class 2A Championship
2024-04-06	BROADCAST	301-22929	0.08030073674	Retirement Readiness
2024-04-06	BROADCAST	301-22126	0.0801842164	Club-Z
2024-04-06	BROADCAST	301-22185	0.07986531815	Vet Time in America
2024-04-06	BROADCAST	301-18001	0.07973653211	FLOT Line
2024-04-06	BROADCAST	301-17959	0.07932564257	Fantasy Football Sunday
2024-04-06	BROADCAST	301-21727	0.0792459176	KNX News Mayoral Debate
2024-04-06	BROADCAST	301-16743	0.07911713102	Mr Incognito
2024-04-06	BROADCAST	301-24117	0.07887591139	Primary Night in California
2024-04-06	BROADCAST	301-23993	0.07868784157	Chatter's Box
2024-04-06	BROADCAST	301-21416	0.0786633107	Focus On The Upstate
2024-04-06	BROADCAST	301-18735	0.0785345236	Fantasy Football Forecast
2024-04-06	BROADCAST	301-18778	0.07824219688	America: Changed Forever
2024-04-06	BROADCAST	301-21231	0.07769229398	Ross Tucker
2024-04-06	BROADCAST	301-23167	0.07753488644	Luckey
2024-04-06	BROADCAST	301-17679	0.0772773101	Atlanta Hawks Postgame Show
2024-04-06	BROADCAST	301-13210	0.0771566988	American Wealth Management Show with Dean Barber
2024-04-06	BROADCAST	301-22816	0.07706470706	Labor and Energy Show
2024-04-06	BROADCAST	301-21692	0.07702177756	En Vivo con Yali Núñez
2024-04-06	BROADCAST	301-20140	0.0769870251	Living Treasures
2024-04-06	BROADCAST	301-24041	0.07686232503	Daytona 500
2024-04-06	BROADCAST	301-21038	0.07675602324	Dick Morris Democracy
2024-04-06	BROADCAST	301-21307	0.07606914827	Alcosan
2024-04-06	BROADCAST	301-22071	0.0760323513	The Top 100 Alternative Artists of All Time
2024-04-06	BROADCAST	301-22630	0.07584427777	Lovely Big O & QL
2024-04-06	BROADCAST	301-23943	0.075656204	College Basketball: Texas at Kansas
2024-04-06	BROADCAST	301-22712	0.07555807846	Ben Standig
2024-04-06	BROADCAST	301-24021	0.07540884573	WWL Mardi Gras Mambo - Tommy Tucker and Linda Cassidy
2024-04-06	BROADCAST	301-23972	0.07536796003	FOX News Radio New Hampshire Primary Coverage
2024-04-06	BROADCAST	301-23057	0.07527392286	CFB: Nebraska @ Colorado (Compass Media Network)
2024-04-06	BROADCAST	301-17114	0.07525552428	BetQL U
2024-04-06	BROADCAST	301-13575	0.07520441709	Time For Some Action
2024-04-06	BROADCAST	301-21823	0.07508175977	Magic 106.3 Public Service
2024-04-06	BROADCAST	301-21910	0.07445620579	CBB on ESPN Radio
2024-04-06	BROADCAST	301-21363	0.07430901622	DJfive8
2024-04-06	BROADCAST	301-21712	0.07369981337	College Football: UCLA vs Colorado
2024-04-06	STATION	101-417	199.999999988	WFANAM
2024-04-06	STATION	101-319	179.924894144	WIPFM
2024-04-06	STATION	101-443	151.894085271	WXYTFM
2024-04-06	STATION	101-455	147.98359495	WSCRAM
2024-04-06	STATION	101-944	141.72903726	WEEIFM
2024-04-06	STATION	101-949	134.946493656	WGRAM
2024-04-06	STATION	101-547	127.701931658	KRLDFM
2024-04-06	STATION	101-393	125.66849496	WXRTFM
2024-04-06	STATION	101-567	125.275009702	WJFKFM
2024-04-06	STATION	101-665	123.718210594	CBSSPORTS
2024-04-06	STATION	101-427	123.465190588	KDKAFM
2024-04-06	STATION	101-361	121.927596718	WKRKFM
2024-04-06	STATION	101-305	115.803952254	WINSAM
2024-04-06	STATION	101-3	114.270790216	KILTAM
2024-04-06	STATION	101-327	114.068900223	WPHTAM
2024-04-06	STATION	101-897	113.830134518	KGMZFM
2024-04-06	STATION	101-323	112.534871077	KTWVFM
2024-04-06	STATION	101-477	99.999999988	WJZFM
2024-04-06	STATION	101-577	94.522095079	WCBSAM
2024-04-06	STATION	101-15	94.360735534	WBBMAM
2024-04-06	STATION	101-892	94.214575961	KCSPAM
2024-04-06	STATION	101-840	93.782813061	WQAMAM
2024-04-06	STATION	101-409	93.714751869	WZGCFM
2024-04-06	STATION	101-299	91.943795056	KROQFM
2024-04-06	STATION	101-555	91.488541065	KNXAM
2024-04-06	STATION	101-337	90.337464005	WCBSFM
2024-04-06	STATION	101-902	90.206735177	KISWFM
2024-04-06	STATION	101-329	83.879823723	KLLCFM
2024-04-06	STATION	101-910	81.546187069	KMBZFM
2024-04-06	STATION	101-1094	79.681814394	KWFNFM
2024-04-06	STATION	101-1052	79.427019391	KFTKFM
2024-04-06	STATION	101-938	78.286655891	WBENAM
2024-04-06	STATION	101-421	78.201630426	WCCOAM
2024-04-06	STATION	101-3376	74.094122564	WTEMAM
2024-04-06	STATION	101-585	72.627079724	KMOXAM
2024-04-06	STATION	101-887	71.615522892	KALCFM
2024-04-06	STATION	101-335	70.016808421	WNEWFM
2024-04-06	STATION	101-1653	67.728085671	FOXNEWS
2024-04-06	STATION	101-545	66.8163649	KRTHFM
2024-04-06	STATION	101-607	66.305653748	KDKAAM
2024-04-06	STATION	101-991	63.370041686	WWLAM
2024-04-06	STATION	101-1104	63.069126693	WBEBFM
2024-04-06	STATION	101-919	62.34847463	KQRCFM
2024-04-06	STATION	101-997	61.356947112	WYRDFM
2024-04-06	STATION	101-449	57.650940175	WVEEFM
2024-04-06	STATION	101-896	57.538286358	KFXXAM
2024-04-06	STATION	101-581	56.95853696	KMVKFM
2024-04-06	STATION	101-2522	56.859960908	WBZFM
2024-04-06	STATION	101-365	56.370792013	KCBSAM
2024-04-06	STATION	101-509	56.24981874	WOCLFM
2024-04-06	STATION	101-487	55.707192306	WWBXFM
2024-04-06	STATION	101-533	54.786994181	KYWAM
2024-04-06	STATION	101-987	54.61033608	WVKLFM
2024-04-06	STATION	101-503	54.54263549	WUSNFM
2024-04-06	STATION	101-4238	51.859335838	WXBKFM
2024-04-06	STATION	101-601	50.501037572	KCBSFM
2024-04-06	STATION	101-479	50.213474089	WAOKAM
2024-04-06	STATION	101-975	50.0382226	WQMGFM
2024-04-06	STATION	101-617	48.572834951	KILTFM
2024-04-06	STATION	101-1157	48.210800137	CNN
2024-04-06	STATION	101-941	48.208763399	WCMFFM
2024-04-06	STATION	101-961	48.091415448	WLYFFM
2024-04-06	STATION	101-1013	47.879117158	WMJXFM
2024-04-06	STATION	101-1100	47.779037142	WMYXHD2
2024-04-06	STATION	101-293	46.557602246	KFRGFM
2024-04-06	STATION	101-447	46.442414382	WWJAM
2024-04-06	STATION	101-453	45.776938511	WTICAM
2024-04-06	STATION	101-937	44.021084832	WBEEFM
2024-04-06	STATION	101-942	41.740249334	WDAFFM
2024-04-06	STATION	101-1040	41.225061453	WRVAAM
2024-04-06	STATION	101-615	40.486217581	KKHHFM
2024-04-06	STATION	101-1175	39.682844041	WXBKHD2
2024-04-06	STATION	101-908	36.209973687	KKWFFM
2024-04-06	STATION	101-441	35.877540913	WYCDFM
2024-04-06	STATION	101-959	35.589640982	WLMGFM
2024-04-06	STATION	101-963	35.352389718	WMFSFM
2024-04-06	STATION	101-3374	34.794027562	WFUNFM
2024-04-06	STATION	101-985	34.183090891	WTPTFM
2024-04-06	STATION	101-473	34.01606755	WLIFFM
2024-04-06	STATION	101-549	33.135283439	KRLDAM
2024-04-06	STATION	101-399	32.985609952	WNCXFM
2024-04-06	STATION	101-309	32.4977391	KEZKFM
2024-04-06	STATION	101-925	31.643842705	KSONFM
2024-04-06	STATION	101-980	29.482864804	WSKYFM
2024-04-06	STATION	101-499	28.352459581	WOMCFM
2024-04-06	STATION	101-373	27.542873227	KHMXFM
2024-04-06	STATION	101-349	27.45231352	KROQHD2
2024-04-06	STATION	101-357	26.99440309	KMVKHD2
2024-04-06	STATION	101-909	26.594717667	KMBZAM
2024-04-06	STATION	101-950	26.392925935	WJMHFM
2024-04-06	STATION	101-981	26.013878091	WSMWFM
2024-04-06	STATION	101-948	25.784264011	WFNZAM
2024-04-06	STATION	101-915	25.43910906	KNSSAM
2024-04-06	STATION	101-977	25.254780373	WROQFM
2024-04-06	STATION	102-7341	25.172670512	THE80S
2024-04-06	STATION	101-315	24.955544552	WDOKFM
2024-04-06	STATION	101-924	24.686282111	KSEGFM
2024-04-06	STATION	101-457	24.463830784	WRCHFM
2024-04-06	STATION	101-363	23.759269031	KALVFM
2024-04-06	STATION	101-2513	23.681983622	WPENFM
2024-04-06	STATION	101-379	23.611697529	WOGLFM
2024-04-06	STATION	101-321	23.411522846	KJKKFM
2024-04-06	STATION	101-978	23.319921616	WRVRFM
2024-04-06	STATION	101-1005	23.247397264	WINSHD2
2024-04-06	STATION	101-587	23.201678065	KMLEFM
2024-04-06	STATION	101-939	22.390759714	WBTAM
2024-04-06	STATION	101-561	22.363278569	KMXBFM
2024-04-06	STATION	101-967	21.505992228	WMYXFM
2024-04-06	STATION	101-838	21.353610786	WKISFM
2024-04-06	STATION	101-912	21.287141913	KNDDFM
2024-04-06	STATION	101-573	21.150475173	WDSYFM
2024-04-06	STATION	101-918	20.842119286	KQMTFM
2024-04-06	STATION	101-1037	20.637478018	WUSYFM
2024-04-06	STATION	101-513	20.605935544	KMNBFM
2024-04-06	STATION	101-531	20.587132677	KYXYFM
2024-04-06	STATION	101-2572	20.481305925	WBGBFM
2024-04-06	STATION	101-591	20.43862419	KSPFFM
2024-04-06	STATION	101-1199	20.316286728	WALRFM
2024-04-06	STATION	101-519	20.310374631	WBZZFM
2024-04-06	STATION	101-289	20.243918095	KXNTAM
2024-04-06	STATION	101-429	19.819016001	WZMXFM
2024-04-06	STATION	101-495	19.354488178	WPGCFM
2024-04-06	STATION	101-1041	19.223988829	WRXLFM
2024-04-06	STATION	101-841	19.186620376	WTDYFM
2024-04-06	STATION	101-923	19.100310756	KRXQFM
2024-04-06	STATION	101-966	19.096730874	WMXJFM
2024-04-06	STATION	101-986	19.036219034	WLKKHD2
2024-04-06	STATION	101-377	18.968082296	KSWDFM
2024-04-06	STATION	101-982	18.757741615	WSPAFM
2024-04-06	STATION	101-1007	18.480172012	WBMXFM
2024-04-06	STATION	101-995	18.470500543	WXSSFM
2024-04-06	STATION	102-7340	18.253640517	THE70S
2024-04-06	STATION	101-954	17.686602741	WKSEFM
2024-04-06	STATION	101-971	17.517571763	WPAWFM
2024-04-06	STATION	101-537	17.279945141	KYKYFM
2024-04-06	STATION	101-419	17.188623927	WBBMFM
2024-04-06	STATION	101-529	16.957139386	KZJKFM
2024-04-06	STATION	101-931	16.689106136	KXSNFM
2024-04-06	STATION	101-1002	16.636304576	WILKAM
2024-04-06	STATION	101-1039	16.350996131	WBTJFM
2024-04-06	STATION	101-1188	16.157801664	KKFNFM
2024-04-06	STATION	101-459	16.116508775	WTICFM
2024-04-06	STATION	101-898	15.979719387	KGONFM
2024-04-06	STATION	101-1177	15.917936947	WMASFM
2024-04-06	STATION	101-928	15.88291688	KUDLFM
2024-04-06	STATION	101-1043	15.517699031	WTVRFM
2024-04-06	STATION	101-921	15.330236832	KRBZFM
2024-04-06	STATION	101-445	15.239215141	WWMXFM
2024-04-06	STATION	101-1118	15.026870173	WIADFM
2024-04-06	STATION	101-970	14.961597295	WOLXFM
2024-04-06	STATION	101-489	14.855789654	KLUCHD2
2024-04-06	STATION	102-7395	13.926656923	CLASSIC70S
2024-04-06	STATION	101-984	13.890933326	WSTRFM
2024-04-06	STATION	101-2554	13.40989442	KDWNAM
2024-04-06	STATION	101-965	13.380446023	WMMMFM
2024-04-06	STATION	101-905	13.372980432	KKMJFM
2024-04-06	STATION	101-1285	13.292292976	COMEDYNOW
2024-04-06	STATION	101-2539	13.046877871	WRIFFM
2024-04-06	STATION	101-839	13.00712861	WPOWFM
2024-04-06	STATION	101-511	12.932443827	WLZLFM
2024-04-06	STATION	101-1000	12.636389193	WGGYFM
2024-04-06	STATION	101-940	12.591362547	WBZAFM
2024-04-06	STATION	101-935	12.56615861	WWBXHD2
2024-04-06	STATION	101-493	12.452802407	WQALFM
2024-04-06	STATION	101-2561	12.34140719	WMMRFM
2024-04-06	STATION	101-934	11.966243339	KZPTFM
2024-04-06	STATION	101-894	11.960499273	KEYNFM
2024-04-06	STATION	101-979	11.223367345	WSFSFM
2024-04-06	STATION	101-401	11.062248587	KVILFM
2024-04-06	STATION	101-303	11.023092106	KITSFM
2024-04-06	STATION	101-933	10.819983947	KYCHFM
2024-04-06	STATION	101-1001	10.809836308	WKRZFM
2024-04-06	STATION	101-2303	10.73383982	WNTPAM
2024-04-06	STATION	101-1091	10.685287405	WVEIFM
2024-04-06	STATION	101-3713	10.480451043	WLKKFM
